complaint_id,complaint_brand,complaint_model,complaint_type,complaint_desc,complaint_problem,complaint_time,complaint_status
523267,奇瑞汽车,瑞虎8,2020款 290TGDI 自动 豪华版,奇瑞瑞虎8天窗漏水严重要求尽快处理,"H90,",2020-09-17,处理反馈
523266,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡车内异味严重仪表台开裂,"H185,H176,",2020-09-17,用户评分
523263,上汽大众,途铠,2019款 1.5L 自动 舒适版,上汽大众途铠大灯进水要求给予解决,"H88,",2020-09-17,处理反馈
523262,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸厂家赠送积分活动未兑现,"L313,",2020-09-17,用户评分
523261,一汽大众,捷达VA3,2019款 1.5L 手动 进取版,一汽大众捷达VA3电瓶无法正常使用,"H146,",2020-09-17,处理反馈
523260,华晨宝马,宝马3系,2019款 320Li M运动套装,华晨宝马3系发动机异响敲缸厂家拒绝维修,"A9,",2020-09-17,处理反馈
523258,奔驰（进口）,奔驰R级,2017款 R 320 4MATIC 商务型臻藏版,进口奔驰R级方向盘及主驾驶座椅脱皮,"H157,",2020-09-17,信息审核
523256,领克汽车,领克03,2018款 1.5TD DCT 劲Pro版 国V,领克03变速箱异响发动机熄火时异响,"A9,B33,I295,",2020-09-17,处理反馈
523255,奇瑞汽车,艾瑞泽5,2019款 Pro 1.5L 手动 青春版 国VI,奇瑞艾瑞泽5转向与车内异响 强制购买保险,"D59,H164,K325,",2020-09-17,处理反馈
523254,一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 运动型 Plus,一汽大众奥迪A4L右前大灯内有雪花状裂纹,"H220,",2020-09-17,信息审核
523249,一汽-大众,T-ROC探歌,2019款 230TSI DSG 两驱 进取型 国V,一汽大众探歌发动机烧机油4S店不处理,"A63,",2020-09-17,处理反馈
523245,宝马（进口）,宝马2系运动旅行车,2015款 218i 领先型,宝马2系运动旅行车配件不齐时间过长,"N318,",2020-09-17,处理反馈
523240,东风启辰,启辰D60,2019款 1.6L XL CVT 智联精英版 国V,启辰D60开启空调内循环时车内有焦味,"H121,",2020-09-17,信息审核
523238,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾大灯发白 灯光亮度不足,"H82,",2020-09-17,处理反馈
523237,汉腾汽车,汉腾X7,2018款 X7S 1.5T 自动 尊享型,汉腾X7防冻液渗入发动机内部厂家不予保修,"A191,I297,J303,",2020-09-17,用户评分
523236,上汽大通,上汽大通MAXUS V80,2020款 2.5T 手动 经典城配王 长轴 中顶 2/3座,上汽大通MAXUS V80两前轮胎有吃胎的现象,"G245,",2020-09-17,处理反馈
523232,奇瑞捷豹路虎,捷豹XFL,2020款 XFL 2.0T P200 两驱 精英版,捷豹XFL发动机抖动故障灯亮厂家不予处理,"A24,A34,H168,H149,I295,",2020-09-17,处理反馈
523231,长安汽车,长安CS55 PLUS,2020款 1.5T 自动 炫色型,长安CS55变速箱异响脱挡无法行驶,"B33,B246,",2020-09-17,信息审核
523230,上汽集团,荣威350,2014款 1.5L 手动 迅驰版 350S,上汽荣威350正时链条和齿轮有故障发动机异响,"A9,A44,A45,",2020-09-17,处理反馈
523229,华晨宝马,宝马3系,2013款 328Li 2.0T 自动 时尚型,华晨宝马3系大灯清洗保护盖脱落,"H168,",2020-09-17,处理反馈
523226,吉利汽车,缤瑞,2020款 200T DCT 舒适型,吉利缤瑞刹车异响售后服务品质差,"E43,I293,",2020-09-17,处理反馈
523225,一汽-大众,速腾,2019款 200TSI DSG 舒适型 国VI,一汽大众速腾变速箱异响严重4S店无法解决,"B33,",2020-09-17,处理反馈
523224,奇瑞汽车,瑞虎7,2018款 1.5T 自动 纵享版 FLY款 国VI,奇瑞瑞虎7电瓶损坏导致无法进行充电,"H146,",2020-09-17,处理反馈
523222,吉利汽车,缤瑞,2020款 改款 1.4T CVT 亚运版,吉利缤瑞怠速运转时发动机出现异响,"A9,",2020-09-17,处理反馈
523221,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯亮度不足影响行车安全,"H82,",2020-09-17,用户评分
523218,华晨宝马,宝马3系,2020款 325Li M运动套装,华晨宝马3系发动机故障灯亮 防冻液泄漏,"A34,A37,A191,",2020-09-17,处理反馈
523216,上汽大众,桑塔纳,2016款 1.6L 手动 风尚版 三厢,上汽大众桑塔纳后桥变形 行驶中跑偏,"G117,G83,",2020-09-17,用户评分
523215,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁避震下沉更换后行驶左倾严重,"G204,",2020-09-17,处理反馈
523212,华晨宝马,宝马X1,2018款 sDrive18Li 尊享型,华晨宝马X1普利司通轮胎全部内部开裂,"F100,",2020-09-17,处理反馈
523211,一汽-大众,高尔夫,2015款 1.4TSI 自动 豪华型,一汽大众高尔夫车内异味严重要求厂家解决,"H185,",2020-09-17,处理反馈
523210,吉利汽车,吉利ICON,2020款 300T DCT 银河限量版,吉利ICON水箱框架断裂导致散热器漏防冻液,"A191,H168,I297,",2020-09-17,用户评分
523209,广汽本田,飞度,2014款 1.5L 手动 LX舒适型,广汽本田飞度冷车启动发动机有异响,"A9,",2020-09-17,处理反馈
523207,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸4S店不退还保养套餐费用,"I295,I293,K309,",2020-09-17,用户评分
523206,猎豹汽车,猎豹CS9,2017款 1.5L CVT 精英型,猎豹CS9中控液晶屏显示屏停止运作,"H155,",2020-09-17,信息审核
523205,东风日产,逍客,2016款 2.0L CVT 精英版,东风日产逍客变速箱抖动顿挫严重,"B19,B95,",2020-09-17,用户评分
523201,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408正时皮带磨损导致发动机故障,"A198,",2020-09-17,处理反馈
523199,东风日产,轩逸,2016款 1.6XL CVT 尊享版,东风日产轩逸车身抖动故障灯亮加速无力,"B96,B334,H268,",2020-09-17,处理反馈
523194,东风雪铁龙,C4世嘉,2018款 1.6L 手动 豪华型,东风雪铁龙C4世嘉发动机烧机油,"A63,",2020-09-17,处理反馈
523177,一汽丰田,卡罗拉,2017款 1.2T CVT GL,一汽丰田卡罗拉轮毂腐蚀4S店不予全部索赔,"H243,I297,",2020-09-17,信息审核
523175,北京现代,朗动,2015款 1.6L 自动 领先型,北京现代朗动中控黑屏死机希望处理,"H134,I297,",2020-09-17,信息审核
523174,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL 改款,一汽丰田卡罗拉行驶过程中车内共振,"H268,",2020-09-17,信息审核
523173,奇瑞新能源,奇瑞eQ,2015款 舒适型,奇瑞eQ动力电池质量问题厂家不予保修,"H343,I297,",2020-09-17,信息审核
523172,奇瑞汽车,捷途X70,2018款 1.5T 自动 悦行版,捷途X70车身生锈 变速箱不换挡 服务网点少,"A85,B20,H79,O326,",2020-09-17,处理反馈
523171,猎豹汽车,猎豹CS9,2017款 1.5L 手动 风尚型,猎豹CS9显示系统用户界面已停止运行,"H155,",2020-09-17,信息审核
523168,广汽三菱,欧蓝德,2019款 2.0L 两驱 畅享版 7座 国VI,广汽三菱欧蓝德发动机抖动 方向盘不回正,"A24,D123,E43,H134,",2020-09-17,厂家受理
523162,一汽-大众,探岳,2019款 330TSI 四驱 豪华型Plus 国VI,一汽大众探岳车灯透镜发白希望厂家处理,"H82,",2020-09-17,处理反馈
523161,长安马自达,马自达3 昂克赛拉,2014款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控偶尔死机黑屏,"H134,",2020-09-17,信息审核
523157,东南汽车,V3菱悦,2012款 1.5 手动 豪华版,东南V3菱悦车身侧裙腐蚀希望得到解决,"H79,H119,",2020-09-17,处理反馈
523152,广汽乘用车,传祺GA6,2019款 270T 自动 尊贵版,广汽传祺GA6厂家至今未发新车希望处理,"L312,",2020-09-17,处理反馈
523151,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾发动机异响希望尽快处理,"A9,",2020-09-17,处理反馈
523149,一汽-大众奥迪,奥迪A4L,2018款 2.0T 进取型 30周年年型,一汽大众奥迪A4L空调不出风希望厂家处理,"H101,H50,",2020-09-17,信息审核
523147,吉利汽车,缤瑞,2018款 14T 手动 缤纷版,吉利缤瑞行驶过程中换挡时变速箱有异响,"B33,",2020-09-17,处理反馈
523146,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动发动机报警 一挡齿轮啮合不良,"A34,B77,",2020-09-17,信息审核
523142,一汽-大众,高尔夫,2015款 1.6L 自动 舒适型,一汽大众高尔夫变速箱故障灯亮要求解决,"B96,",2020-09-17,处理反馈
523141,华晨中华,中华V5,2014款 1.5T 自动 两驱豪华型 5座,华晨中华V5导航显示屏幕黑屏希望处理,"H134,",2020-09-17,信息审核
523137,一汽-大众,T-ROC探歌,2018款 280TSI DSG 两驱 舒适型 国V,一汽大众探歌发动机涡轮增压器连接管漏油,"A12,A189,",2020-09-17,处理反馈
523136,长安马自达,马自达3 昂克赛拉,2019款 云控版 三厢 1.5L 自动 舒适型 国VI,长安马自达昂克赛拉变速箱顿挫遮阳板起皱,"B19,H157,",2020-09-17,信息审核
523135,众泰汽车,芝麻,2018款 eZ 翼享版,众泰芝麻动力电池故障灯亮无法行驶,"H343,N318,",2020-09-17,信息审核
523132,吉利汽车,远景X6,2020款 1.4T CVT 亚运版,吉利远景X6购车不给购车合同赠送保养未兑现,"L313,O353,",2020-09-17,用户评分
523130,上汽大众,途观L,2020款 330TSI 自动 两驱 智动豪华版 国VI,上汽大众途观L后保险杠与翼子板接缝处掉漆,"H81,",2020-09-17,处理反馈
523125,福田汽车,时代领航,2014款 143马力 4.2米单排 栏板 轻卡(万里扬6挡)(BJ1043V9JBA-BG),福田时代领航服务站服务承诺不予兑现,"L314,",2020-09-17,信息审核
523124,奇瑞捷豹路虎,发现神行,2017款 2.0T SE,奇瑞路虎发现神行车架号生锈导致无法拓印,"H79,",2020-09-17,处理反馈
523122,一汽丰田,卡罗拉,2017款 1.8L CVT 精英版 改款 双擎,一汽丰田卡罗拉三元催化器故障4S店不予索赔,"A34,H54,I297,",2020-09-17,信息审核
523120,上汽大众,途观L,2018款 330TSI 自动 两驱 豪华版,上汽大众途观L车身漏水希望厂家处理,"H109,",2020-09-17,处理反馈
523119,猎豹汽车,猎豹CS10,2016款 2.0T 自动 都市型,猎豹CS10变速箱故障车辆无法行驶,"B334,",2020-09-17,信息审核
523118,一汽-大众,探岳,2019款 330TSI 四驱 豪华型 国V,一汽大众探岳车灯亮度不足影响行车安全,"H82,",2020-09-17,处理反馈
523116,东风标致,标致508,2019款 508L 400THP PureTech 驾控版 国VI,东风标致508中控黑屏减震器异响换挡困难,"B20,G52,H134,",2020-09-17,处理反馈
523114,东风日产,骐达TIIDA,2019款 1.6L CVT 智尊版 国Ⅵ,东风日产骐达悬架生锈无人处理解决,"H79,",2020-09-17,处理反馈
523113,一汽-大众奥迪,奥迪Q5L,2018款 40 TFSI 荣享时尚型 国V,一汽大众奥迪Q5L变速箱故障灯亮无法加速,"B96,",2020-09-17,信息审核
523112,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L车顶处有漏水的现象,"H109,",2020-09-17,用户评分
523111,长城汽车,哈弗M6,2019款 1.5T DCT 两驱 超值版 国VI,哈弗M6转向管柱处有腐蚀生锈的现象,"H79,",2020-09-17,厂家受理
523110,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷启动时发动机有异响,"A9,",2020-09-17,处理反馈
523108,猎豹汽车,猎豹CS9,2017款 1.5L CVT 精英型,猎豹CS9显示系统用户界面已停止运行,"H134,H155,",2020-09-17,信息审核
523107,吉利汽车,帝豪GS,2019款 1.4T CVT 雅,吉利帝豪GS涡轮增压器损坏厂家和4S店推诿,"A189,I281,",2020-09-17,处理反馈
523103,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 舒适型 三厢,长安马自达昂克赛拉仪表盘饰板掉漆,"H81,",2020-09-17,信息审核
523099,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领锐版,奇瑞艾瑞泽5颠簸路段行驶天窗异响,"H89,",2020-09-17,处理反馈
523097,东南汽车,东南DX3新能源,2018款 EV400 旗舰版,东南DX3新能源车辆遥控开闭锁失灵,"H197,",2020-09-17,用户评分
523090,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞仪表台严重出油开裂,"H176,",2020-09-17,处理反馈
523089,长安汽车,悦翔V5,2012款 1.5L 手动 梦幻型 国IV,长安悦翔V5电路故障行驶中断电 轮毂变形,"H243,H110,",2020-09-17,处理反馈
523087,上汽大众,途观L,2017款 330TSI 两驱 豪华版,上汽大众途观L车内引擎盖开关漏水,"H109,",2020-09-17,处理反馈
523086,猎豹汽车,猎豹CS9,2017款 1.5L 手动 舒适型,猎豹CS9车机系统停止运作要求尽快解决,"H155,O326,",2020-09-17,信息审核
523085,奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 豪华版,奇瑞艾瑞泽5车身生锈严重4S店不予处理,"H79,I295,",2020-09-17,用户评分
523083,东风本田,INSPIRE,2019款 260TURBO 精致版 国VI,东风本田INSPIRE全景天窗和中控台异响,"H93,H89,",2020-09-17,处理反馈
523081,华晨中华,中华V7,2019款 300T 自动 尊贵型 5座,华晨中华V7发动机故障灯亮 安全带无配件,"A34,H118,N318,",2020-09-17,信息审核
523076,东风悦达起亚,起亚K3,2016款 1.6L 自动 GL,东风悦达起亚K3刹车异响 制动距离较长,"E43,E269,",2020-09-17,处理反馈
523074,吉利汽车,帝豪GL,2018款 1.4T 自动 尊贵智联型,吉利帝豪GL左后尾灯进水导致烧蚀,"H88,",2020-09-17,处理反馈
523071,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国V,上汽大众凌渡车内异味严重无法解决,"H185,",2020-09-17,处理反馈
523069,长安汽车,悦翔,2009款 1.5 手动 豪华型 三厢,长安悦翔车漆鼓包 车身严重生锈,"H79,H81,",2020-09-17,处理反馈
523065,一汽-大众奥迪,奥迪A3,2018款 Limousine 1.4T 运动型 30周年年型,一汽大众奥迪A3车窗升降时异响刹车异响,"A9,A24,B33,E43,H67,H289,I295,",2020-09-17,信息审核
523058,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI quattro 臻选致雅型,一汽大众奥迪A6L行驶中发动机熄火,"A14,",2020-09-17,信息审核
523053,东风雪铁龙,爱丽舍,2014款 1.6L 手动 舒适型,东风雪铁龙爱丽舍电瓶亏电后ABS灯报警,"E74,",2020-09-17,处理反馈
523050,东风本田,本田XR-V,2015款 1.5L LXi CVT经典版,东风本田XR-V发动机冷启动异响希望处理,"A9,",2020-09-17,处理反馈
523048,汉腾汽车,汉腾X5,2018款 1.5T CVT 豪华版,汉腾X5多个故障灯亮 手刹失灵 电瓶亏电,"A34,E159,H146,",2020-09-17,处理反馈
523046,北京现代,名图,2017款 1.8L 自动 尊贵型 DLX 国V,北京现代名图侧滑故障灯亮 方向盘自动右偏,"D154,H170,",2020-09-17,信息审核
523044,东风标致,标致308S,2015款 1.2T 自动 劲驰版,东风标致308S行驶中出现STOP故障灯,"A34,",2020-09-17,处理反馈
523043,奇瑞汽车,艾瑞泽EX,2019款 1.5L 手动 自在版 国V,奇瑞艾瑞泽EX离合器踏板起步时抖动严重,"C87,",2020-09-17,处理反馈
523042,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动离合器变速箱异响频繁无倒挡,"B33,B246,C65,",2020-09-17,信息审核
523041,东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,东风日产天籁智联APP无法使用要求解决,"H155,",2020-09-17,处理反馈
523040,比亚迪,速锐,2012款 1.5TID 自动 舒适型,比亚迪速锐变速箱升级后顿挫异响抖动,"B33,B19,B95,O348,",2020-09-17,用户评分
523036,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳低速行驶时变速箱异响顿挫,"B33,B19,",2020-09-16,用户评分
523035,一汽-大众奥迪,奥迪A6L,2020款 45 TFSI 臻选致雅型,一汽大众奥迪A6L变速箱倒车时异响,"B33,",2020-09-16,信息审核
523033,上汽大众,途观L,2019款 380TSI 自动 四驱 智动豪华版 国VI,上汽大众途观L雷达误报警导致主动刹车触发,"H170,",2020-09-16,用户评分
523029,一汽-大众奥迪,奥迪Q3,2020款 40 TFSI 时尚动感型,一汽大众奥迪Q3车顶天窗漏水存在质量问题,"H90,",2020-09-16,信息审核
523028,吉利汽车,帝豪GS,2016款 1.3T 自动 领尚型 运动版,吉利帝豪GS车身生锈严重要求尽快解决,"H79,",2020-09-16,用户评分
523025,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳车灯不亮严重影响驾驶安全,"H82,",2020-09-16,处理反馈
523022,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国V,广汽丰田凯美瑞车窗升降异响外侧挂水,"H72,",2020-09-16,处理反馈
523018,时风风驰1800,风驰1800,轻型自卸,时风风驰1800发动机故障灯常亮加速无力,"A34,A160,E196,G56,G105,H202,I295,I281,",2020-09-16,信息审核
523017,上汽大众,途岳,2020款 280TSI 两驱 豪华版 国VI,上汽大众途岳厂家售车赠送保养不兑现,"L313,",2020-09-16,用户评分
523016,江铃福特,领界,2019款 EcoBoost 145 CVT 铂领型 国VI,江铃福特领界变速箱无法加速顿挫电瓶亏电,"B19,B96,B334,F41,H146,H82,",2020-09-16,处理反馈
523014,上汽大众,途观,2016款 300TSI 自动 四驱 豪华版,上汽大众途观差速器异响要求给予处理,"G127,J298,",2020-09-16,处理反馈
523011,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁电子手刹异响4S店无法解决,"E43,E159,I295,",2020-09-16,处理反馈
523008,吉利汽车,帝豪GS,2018款 1.8L 自动 运动版 领尚型,吉利帝豪GS车身多处生锈变速箱顿挫,"B19,G56,H79,H93,",2020-09-16,处理反馈
523005,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国V,广汽本田雅阁轮胎偏磨要求厂家给予解决,"G245,G210,I295,",2020-09-16,用户评分
523004,众泰汽车,众泰T700,2017款 1.8T 双离合 尊享型,众泰T700刹车阻力大无法联系售后服务,"E43,E196,O326,",2020-09-16,信息审核
523001,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200动力电池失去动力要求厂家解决,"H343,",2020-09-16,信息审核
523000,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉发动机异响变速箱顿挫,"A9,H15,H93,I295,I293,I281,J300,N319,N321,O305,",2020-09-16,处理反馈
522998,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L中控主机有电流声,"H134,",2020-09-16,信息审核
522997,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯夜间亮度不足影响安全,"H82,",2020-09-16,用户评分
522996,上汽大众,朗逸,2013款 1.6L 手动 风尚版,上汽大众朗逸发动机怠速运转时抖动,"A35,",2020-09-16,处理反馈
522995,一汽大众,捷达VS7,2020款 1.4T 自动 荣耀型,捷达VS7玲珑轮胎开裂 刹车时出现异响,"E43,F100,",2020-09-16,用户评分
522994,一汽-大众,速腾,2017款 1.6L 自动 舒适型,一汽大众速腾两前车门掉漆密封条开裂,"H81,H48,",2020-09-16,处理反馈
522992,奔驰（进口）,奔驰E级（进口）,2020款 E 260 运动版,进口奔驰E级刹车盘出现裂纹要求处理,"E239,",2020-09-16,信息审核
522991,江淮汽车,瑞风S3,2016款 1.5L CVT 豪华智能尊享版,江淮瑞风S3保险理赔后4S店未更换车门,"N321,",2020-09-16,处理反馈
522990,一汽大众,捷达VS5,2019款 280TSI 自动 进取型,捷达VS5刹车时有异响 涡轮增压器生锈,"E43,G204,H109,",2020-09-16,处理反馈
522989,上汽大众,途岳,2020款 280TSI 两驱 风尚版 国VI,上汽大众途岳行驶过程中变速箱有异响,"B33,",2020-09-16,处理反馈
522987,一汽吉林,森雅R9,2018款 1.2T 自动 舒适智炫型,一汽吉林森雅R9启动机故障发动机故障灯亮,"A34,A44,",2020-09-16,信息审核
522986,一汽奔腾,奔腾X40,2017款 1.6L 自动 豪华型,一汽奔腾X40发动机抖动故障灯亮四缸缸压低,"A24,A34,",2020-09-16,厂家受理
522984,广汽丰田,凯美瑞,2007款 200E 2.0 自动 精英版,广汽丰田凯美瑞仪表台老化破裂出油严重,"H176,",2020-09-16,处理反馈
522983,奇瑞汽车,东方之子cross,2009款 2.0L 手动 舒适型,奇瑞东方之子cross厂家不出示更换车架证明,"L314,",2020-09-16,处理反馈
522979,上汽大通,上汽大通MAXUS T60,2019款 2.4L 汽油 手动 四驱 高底盘 先锋版 标厢,上汽大通MAXUS T60厂家服务承诺不兑现,"L314,",2020-09-16,处理反馈
522978,领克汽车,领克01,2017款 2.0T 自动 两驱 型 Pro,领克01行驶时刹车有异响 变速箱顿挫,"B19,E43,",2020-09-16,处理反馈
522972,东风标致,标致5008,2017款 380THP 无界版 7座,东风标致5008发动机烧机油4S店不处理,"A63,",2020-09-16,处理反馈
522962,上汽大众,途观L,2017款 380TSI 四驱 旗舰版,上汽大众途观L变速箱机电单元故障,"B115,",2020-09-16,处理反馈
522958,一汽-大众奥迪,奥迪A3,2016款 Sportback 1.4T 双离合 风尚型,一汽大众奥迪A3刹车异响 显示屏无法弹出,"E43,H134,",2020-09-16,信息审核
522957,领克汽车,领克03,2019款 1.5TD DCT 劲Pro版 国VI,领克03启动后故障灯全亮无法行驶,"B96,",2020-09-16,用户评分
522956,东风裕隆,U5 SUV,2017款 1.6L CVT 爵士版,纳智捷U5 SUV行驶中方向盘突然锁死,"D57,D291,",2020-09-16,处理反馈
522955,吉利汽车,博瑞,2018款 MHEV 耀享版,吉利博瑞车身焊点开焊多次维修出现异响,"H168,",2020-09-16,处理反馈
522954,一汽大众,捷达VS5,2019款 280TSI 自动 进取型,一汽大众捷达VS5轮胎开裂刹车异响,"E43,F100,",2020-09-16,处理反馈
522951,上汽大众,途观L,2018款 330TSI 自动 两驱 豪华版,上汽大众途观L电瓶故障导致无法启动,"H146,",2020-09-16,处理反馈
522950,长安马自达,马自达3 昂克赛拉,2014款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉仪表盘掉漆严重,"H81,",2020-09-16,处理反馈
522948,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5仪表台有异响希望厂家处理,"H93,",2020-09-16,处理反馈
522946,吉利汽车,博瑞,2017款 1.8T 舒适型,吉利博瑞发动机VVT阀故障灯亮有异响,"A9,A34,",2020-09-16,用户评分
522945,广汽本田,凌派,2019款 180Turbo CVT 舒适版 国V,广汽本田凌派发动机故障灯亮希望厂家处理,"A34,",2020-09-16,处理反馈
522944,广汽三菱,欧蓝德,2019款 2.0L 两驱 畅享版 5座 国VI,广汽三菱欧蓝德ECU升级后沉闷无力,"A9,B33,O348,",2020-09-16,厂家受理
522943,知豆电动车,知豆D1,2016款 标准型,知豆1动力电池故障希望厂家处理问题,"H343,",2020-09-16,厂家受理
522942,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,一汽大众探岳发动机故障灯亮希望厂家处理,"A34,",2020-09-16,用户评分
522941,东风乘用车,风神AX7,2015款 2.0L 手动 阅兵版 5座,东风风神AX7车机互联无法使用希望厂家处理,"H155,",2020-09-16,处理反馈
522940,东风日产,轩逸,2019款 1.6XE CVT 舒适版 经典,东风日产轩逸前减震螺丝生锈严重,"H79,",2020-09-16,处理反馈
522935,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代伊兰特方向跑偏发动机噪音大,"A38,G117,",2020-09-16,处理反馈
522934,华晨宝马,宝马1系,2020款 120i M运动套装,华晨宝马1系交了订金后提不到车且不退款,"K309,L312,",2020-09-16,处理反馈
522924,长安汽车,长安CS85 COUPE,2019款 2.0T 自动 动版 国V,长安CS85 COUPE自动熄火 提示未挂入P挡,"A14,B20,",2020-09-16,信息审核
522923,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎多处开裂影响安全,"F100,",2020-09-16,处理反馈
522922,上汽大众,途岳,2020款 280TSI 两驱 旗舰版 国VI,上汽大众途岳经销商赠送保养缺少一次,"L313,",2020-09-16,用户评分
522921,东风日产,轩逸,2019款 1.6XE CVT 舒适版 经典,东风日产轩逸车灯内部龟裂影响照明,"H220,",2020-09-16,处理反馈
522920,东风乘用车,奕炫,2020款 230T 自动 炫目版,东风风神奕炫经销商外包维修 态度蛮横,"I295,I293,J303,",2020-09-16,用户评分
522919,东风日产,蓝鸟,2019款 1.6L CVT 智联智酷版 国VI,东风日产蓝鸟新车变速箱异响顿挫故障灯亮,"B33,B19,B96,",2020-09-16,处理反馈
522917,东风日产,轩逸,2019款 1.6XV CVT 智联尊享版 国V,东风日产轩逸空调制冷效果差4S店不处理,"H101,",2020-09-16,处理反馈
522915,猎豹汽车,Mattu,2018款 1.6T GDI DCT 尊贵型,猎豹Mattu发动机故障灯报警无动力输出,"A34,A255,H170,",2020-09-16,信息审核
522913,猎豹汽车,Mattu,2018款 1.6T GDI DCT 尊贵型,猎豹Mattu发动机故障 变速箱无动力输出,"A34,B334,H170,",2020-09-16,信息审核
522906,沃尔沃亚太,沃尔沃S60,2020款 T4 智逸豪华版,亚太沃尔沃S60打方向异响维修多次未解决,"D59,J298,",2020-09-16,信息审核
522904,东风悦达起亚,起亚KX5,2016款 2.0L 自动 两驱Premium,东风悦达起亚K5左轮ABS传感器故障,"E74,E62,",2020-09-16,处理反馈
522903,东风乘用车,风神AX4,2018款 1.6L DCT 潮尚型 天窗版,东风风神AX4刹车盘生锈严重要求解决,"E42,",2020-09-16,处理反馈
522902,华晨宝马,宝马X2,2020款 sDrive25i 领先型M越野套装,华晨宝马X2驻车制动系统失效要求解决,"E159,",2020-09-16,处理反馈
522901,东风标致,标致3008,2013款 1.6T 自动 THP至尚版,东风标致3008喷油嘴故障 气囊与ABS报警,"A53,E74,H103,",2020-09-16,用户评分
522899,一汽-大众奥迪,奥迪A3,2020款 Limousine 35 TFSI 进取型 国VI,一汽大众奥迪A3行驶3920公里韩泰轮胎掉皮,"F186,",2020-09-16,信息审核
522897,江铃汽车,驭胜S350,2014款 2.4T  自动  两驱 柴油 豪华天窗版 5座,江铃驭胜S350车身锈蚀希望厂家处理,"H79,",2020-09-16,信息审核
522896,吉利汽车,博瑞,2018款 1.8T 尊尚智领版,吉利博瑞车门多处生锈存在质量问题,"H79,",2020-09-16,处理反馈
522895,江铃福特,领界,2019款 EcoBoost 145 CVT 尊领型 国V,长安福特领界颠簸时减震与天窗异响,"G52,H89,",2020-09-16,用户评分
522894,一汽丰田,卡罗拉,2017款 1.2T S-CVT GL-i 改款,一汽丰田卡罗拉发动机冷启动异响,"A9,",2020-09-16,信息审核
522889,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯亮度不足4S店不予保修,"H82,I297,",2020-09-16,处理反馈
522887,上汽集团,名爵3,2014款 1.3L 手动 舒适版,上汽名爵3正时链条拉长跳齿售后不予质保,"A45,",2020-09-16,处理反馈
522884,长城汽车,哈弗H2,2018款 1.5T 双离合 两驱 豪华型 蓝标,哈弗H2行驶过程中疑似半轴异响,"G204,",2020-09-16,处理反馈
522881,奇瑞捷豹路虎,发现运动版,2020款 249PS R-Dynamic SE 性能科技版 7座,路虎发现运动版新车底盘异响要求给予解决,"G56,G210,",2020-09-16,处理反馈
522880,长城汽车,哈弗F5,2018款 1.5T i潮版,哈弗F5变速箱底部漏油存在质量问题,"B22,",2020-09-16,处理反馈
